"","player.x","team","competition","season","total_bat_wpa","runs_for","wickets_lost","balls_faced","total_bat_XRA","total_bowl_wpa","wickets_taken","runs_against","balls_bowled","total_bowl_XRA","bowl_wpa_per_ball","bowl_XRA_per_ball","bowl_economy","bowl_average","bat_wpa_per_ball","bat_XRA_per_ball","strike_rate","average","total_wpa","total_XRA","balls_total","total_wpa_per_ball","total_XRA_per_ball","season_singular","logo","team_colours","team_colour2","player_name_first","player_name_last","player_fuzzy_ipl_contracts","player_full","position","position_detail","price_lakhs","price_dollars_thousands","wpa_per_thous","wpa_per_lakh","XRA_per_thous","XRA_per_lakh","wins","losses","games_played","win_percentage"
"54","AM Rahane","Rajasthan Royals","Indian Premier League","2018",21,370,13,321,46.49,0,0,0,0,0,0,0,NA,NA,0.07,0.14,6.92,28.46,21,46.49,321,0.07,0.14,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","A","Rahane","A  Rahane","Ajinkya Rahane","BAT","Batter",400,625,0.03,0.05,0.07,0.12,7,8,15,0.466666666666667
"55","AM Rahane","Rajasthan Royals","Indian Premier League","2019",-19,393,13,289,100.66,0,0,0,0,0,0,0,NA,NA,-0.07,0.35,8.16,30.23,-19,100.66,289,-0.07,0.35,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","A","Rahane","A  Rahane","Ajinkya Rahane","BAT","Batter",400,555,-0.03,-0.05,0.18,0.25,5,9,14,0.357142857142857
"56","AM Rahane","Rising Pune Supergiants","Indian Premier League","2017",21,382,15,328,49.95,0,0,0,0,0,0,0,NA,NA,0.06,0.15,6.99,25.47,21,49.95,328,0.06,0.15,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313524.logo.png","#3D156A","#C224A3","A","Rahane","A  Rahane","Ajinkya Rahane","BAT","Batter",950,1417,0.01,0.02,0.04,0.05,10,6,16,0.625
"57","AP Tare","Delhi Daredevils","Indian Premier League","2017",-26,18,3,25,-2.79,0,0,0,0,0,0,0,NA,NA,-1.04,-0.11,4.32,6,-26,-2.79,25,-1.04,-0.11,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","A","Tare","A  Tare","Aditya Tare","WK","Wicket Keeper",25,37,-0.7,-1.04,-0.08,-0.11,6,8,14,0.428571428571429
"58","AR Bawne","Delhi Daredevils","Indian Premier League","2017",1,12,0,12,-4.08,0,0,0,0,0,0,0,NA,NA,0.08,-0.34,6,Inf,1,-4.08,12,0.08,-0.34,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","A","Bawne","A  Bawne","Ankit Bawne","BAT","Batter",10,14,0.07,0.1,-0.29,-0.41,6,8,14,0.428571428571429
"59","AR Patel","Delhi Capitals","Indian Premier League","2019",-13,110,7,90,8.82,-24,12,368,307,-34.68,-0.08,-0.11,7.19,30.67,-0.14,0.1,7.33,15.71,-37,-25.86,397,-0.09,-0.07,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","A","Patel","A  Patel","Axar Patel","AR","All Rounder",500,694,-0.05,-0.07,-0.04,-0.05,9,7,16,0.5625
"60","AR Patel","Delhi Capitals","Indian Premier League","2020/21",47,117,8,90,20.9,31,11,329,308,-0.96,0.1,0,6.41,29.91,0.52,0.23,7.8,14.62,78,19.94,398,0.2,0.05,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","A","Patel","A  Patel","Axar Patel","AR","All Rounder",500,704,0.11,0.16,0.03,0.04,8,9,17,0.470588235294118
"61","AR Patel","Delhi Capitals","Indian Premier League","2021",-26,40,5,52,-13.28,13,16,308,279,-13.27,0.05,-0.05,6.62,19.25,-0.5,-0.26,4.62,8,-13,-26.55,331,-0.04,-0.08,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","A","Patel","A  Patel","Axar Patel","AR","All Rounder",500,684,-0.02,-0.03,-0.04,-0.05,9,7,16,0.5625
"62","AR Patel","Delhi Capitals","Indian Premier League","2022",47,182,3,122,38.09,3,6,323,261,-39.25,0.01,-0.15,7.43,53.83,0.39,0.31,8.95,60.67,50,-1.17,383,0.13,0,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","A","Patel","A  Patel","Axar Patel","AR","All Rounder",900,1200,0.04,0.06,0,0,7,7,14,0.5
"63","AR Patel","Delhi Capitals","Indian Premier League","2023",-9,283,10,216,53.65,25,11,344,288,-32.12,0.09,-0.11,7.17,31.27,-0.04,0.25,7.86,28.3,16,21.54,504,0.03,0.04,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","A","Patel","A  Patel","Axar Patel","AR","All Rounder",1200,1463,0.01,0.01,0.01,0.02,5,9,14,0.357142857142857
"64","AR Patel","Punjab Kings","Indian Premier League","2017",0,227,8,171,36.74,18,15,366,294,-43.65,0.06,-0.15,7.47,24.4,0,0.21,7.96,28.38,18,-6.91,465,0.04,-0.01,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","A","Patel","A  Patel","Axar Patel","AR","All Rounder",75,111,0.16,0.24,-0.06,-0.09,7,7,14,0.5
"65","AR Patel","Punjab Kings","Indian Premier League","2018",-33,80,7,71,6.09,-15,3,221,158,-50.18,-0.09,-0.32,8.39,73.67,-0.46,0.09,6.76,11.43,-48,-44.09,229,-0.21,-0.19,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","A","Patel","A  Patel","Axar Patel","AR","All Rounder",1250,1953,-0.02,-0.04,-0.02,-0.04,5,9,14,0.357142857142857
"66","AS Joseph","Gujarat Titans","Indian Premier League","2022",-8,5,1,7,-4.58,-45,8,269,185,-57.93,-0.24,-0.31,8.72,33.62,-1.14,-0.65,4.29,5,-53,-62.51,192,-0.28,-0.33,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/334700/334707.png","#0C1C3E","#4BDCED","A","Joseph","A  Joseph","Alzarri Joseph","BOW","Bowler",240,320,-0.17,-0.22,-0.2,-0.26,12,4,16,0.75
"67","AS Joseph","Gujarat Titans","Indian Premier League","2023",-1,7,0,12,-5.82,4,7,226,150,-51.79,0.03,-0.35,9.04,32.29,-0.08,-0.49,3.5,Inf,3,-57.61,162,0.02,-0.36,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/334700/334707.png","#0C1C3E","#4BDCED","A","Joseph","A  Joseph","Alzarri Joseph","BOW","Bowler",240,292,0.01,0.01,-0.2,-0.24,12,5,17,0.705882352941177
"68","AS Rajpoot","Punjab Kings","Indian Premier League","2018",-1,11,2,18,-9.53,-53,11,230,166,-55.95,-0.32,-0.34,8.31,20.91,-0.06,-0.53,3.67,5.5,-54,-65.48,184,-0.29,-0.36,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","A","Rajpoot","A  Rajpoot","Ankit Rajpoot","BOW","Bowler",300,468,-0.12,-0.18,-0.14,-0.22,5,9,14,0.357142857142857
"69","AS Rajpoot","Punjab Kings","Indian Premier League","2019",0,0,0,0,0,-16,3,157,102,-40.19,-0.16,-0.39,9.24,52.33,0,0,NA,NA,-16,-40.19,102,-0.16,-0.39,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","A","Rajpoot","A  Rajpoot","Ankit Rajpoot","BOW","Bowler",300,416,-0.04,-0.05,-0.1,-0.13,6,8,14,0.428571428571429
"70","AS Rajpoot","Kolkata Knight Riders","Indian Premier League","2017",1,4,1,7,-4.15,13,4,113,87,-13.5,0.15,-0.16,7.79,28.25,0.14,-0.59,3.43,4,14,-17.65,94,0.15,-0.19,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","A","Rajpoot","A  Rajpoot","Ankit Rajpoot","BOW","Bowler",150,223,0.06,0.09,-0.08,-0.12,8,8,16,0.5
"71","AS Rajpoot","Rajasthan Royals","Indian Premier League","2020/21",-1,9,1,10,-3.93,-5,2,206,115,-71.62,-0.04,-0.62,10.75,103,-0.1,-0.39,5.4,9,-6,-75.55,125,-0.05,-0.6,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","A","Rajpoot","A  Rajpoot","Ankit Rajpoot","BOW","Bowler",300,422,-0.01,-0.02,-0.18,-0.25,6,8,14,0.428571428571429
"72","AS Roy","Kolkata Knight Riders","Indian Premier League","2022",-4,0,1,2,-2.08,-3,1,55,42,-8.69,-0.07,-0.21,7.86,55,-2,-1.04,0,0,-7,-10.77,44,-0.16,-0.24,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","A","Roy","A  Roy","Anukul Roy","AR","All Rounder",20,26,-0.27,-0.35,-0.41,-0.54,6,8,14,0.428571428571429
"73","AS Roy","Kolkata Knight Riders","Indian Premier League","2023",4,23,2,19,-0.5,-8,3,65,51,-11.46,-0.16,-0.22,7.65,21.67,0.21,-0.03,7.26,11.5,-4,-11.95,70,-0.06,-0.17,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","A","Roy","A  Roy","Anukul Roy","AR","All Rounder",20,24,-0.17,-0.2,-0.5,-0.6,6,8,14,0.428571428571429
"74","AS Roy","Mumbai Indians","Indian Premier League","2019",0,0,0,0,0,0,1,11,15,3.94,0,0.26,4.4,11,0,0,NA,NA,0,3.94,15,0,0.26,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","A","Roy","A  Roy","Anukul Roy","AR","All Rounder",20,27,0,0,0.15,0.2,10,6,16,0.625
"75","AT Carey","Delhi Capitals","Indian Premier League","2020/21",-21,32,2,29,-3.71,0,0,0,0,0,0,0,NA,NA,-0.72,-0.13,6.62,16,-21,-3.71,29,-0.72,-0.13,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","A","Carey","A  Carey","Alex Carey","BAT/WK","Batter/Wicket Keeper",240,338,-0.06,-0.09,-0.01,-0.02,8,9,17,0.470588235294118
"76","AT Rayudu","Chennai Super Kings","Indian Premier League","2018",41,602,14,410,171.92,0,0,0,0,0,0,0,NA,NA,0.1,0.42,8.81,43,41,171.92,410,0.1,0.42,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","A","Rayudu","A  Rayudu","Ambati Rayudu","WK","Wicket Keeper",220,343,0.12,0.19,0.5,0.78,11,5,16,0.6875
"77","AT Rayudu","Chennai Super Kings","Indian Premier League","2019",-62,282,12,307,-31.53,0,0,0,0,0,0,0,NA,NA,-0.2,-0.1,5.51,23.5,-62,-31.53,307,-0.2,-0.1,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","A","Rayudu","A  Rayudu","Ambati Rayudu","BAT/WK","Batter/Wicket Keeper",220,305,-0.2,-0.28,-0.1,-0.14,10,7,17,0.588235294117647
"78","AT Rayudu","Chennai Super Kings","Indian Premier League","2020/21",78,359,9,289,62.4,0,0,0,0,0,0,0,NA,NA,0.27,0.22,7.45,39.89,78,62.4,289,0.27,0.22,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","A","Rayudu","A  Rayudu","Ambati Rayudu","BAT/WK","Batter/Wicket Keeper",220,309,0.25,0.35,0.2,0.28,6,8,14,0.428571428571429
"79","AT Rayudu","Chennai Super Kings","Indian Premier League","2021",32,257,8,175,64.36,0,0,0,0,0,0,0,NA,NA,0.18,0.37,8.81,32.12,32,64.36,175,0.18,0.37,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","A","Rayudu","A  Rayudu","Ambati Rayudu","BAT/WK","Batter/Wicket Keeper",220,301,0.11,0.15,0.21,0.29,11,5,16,0.6875
"80","AT Rayudu","Chennai Super Kings","Indian Premier League","2022",-13,274,10,230,37.24,0,0,0,0,0,0,0,NA,NA,-0.06,0.16,7.15,27.4,-13,37.24,230,-0.06,0.16,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","A","Rayudu","A  Rayudu","Ambati Rayudu","BAT/WK","Batter/Wicket Keeper",675,900,-0.01,-0.02,0.04,0.06,4,10,14,0.285714285714286
"81","AT Rayudu","Chennai Super Kings","Indian Premier League","2023",0,158,10,115,23.93,0,0,0,0,0,0,0,NA,NA,0,0.21,8.24,15.8,0,23.93,115,0,0.21,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","A","Rayudu","A  Rayudu","Ambati Rayudu","BAT/WK","Batter/Wicket Keeper",675,823,0,0,0.03,0.04,9,6,15,0.6
"82","AT Rayudu","Mumbai Indians","Indian Premier League","2017",-3,91,6,80,6.3,0,0,0,0,0,0,0,NA,NA,-0.04,0.08,6.82,15.17,-3,6.3,80,-0.04,0.08,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","A","Rayudu","A  Rayudu","Ambati Rayudu","BAT","Batter",400,597,-0.01,-0.01,0.01,0.02,11,6,17,0.647058823529412
"83","AU Rashid","Sunrisers Hyderabad","Indian Premier League","2023",-3,22,2,17,5.89,-11,2,56,42,-8.34,-0.26,-0.2,8,28,-0.18,0.35,7.76,11,-14,-2.45,59,-0.24,-0.04,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","A","Rashid","A  Rashid","Adil Rashid","BOW","Bowler",200,243,-0.06,-0.07,-0.01,-0.01,4,10,14,0.285714285714286
"84","Abdul Basith","Rajasthan Royals","Indian Premier League","2023",0,1,0,1,-0.74,0,0,0,0,0,0,0,NA,NA,0,-0.74,6,Inf,0,-0.74,1,0,-0.74,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","A","Basith","A  Basith","Abdul Basith","AR","All Rounder",20,24,0,0,-0.03,-0.04,7,7,14,0.5
"85","Abdul Samad","Sunrisers Hyderabad","Indian Premier League","2020/21",-8,111,5,66,31.5,-24,1,96,43,-47.75,-0.56,-1.11,13.4,96,-0.12,0.48,10.09,22.2,-32,-16.25,109,-0.29,-0.15,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","A","Samad","A  Samad","Abdul Samad","AR","All Rounder",20,28,-1.14,-1.6,-0.58,-0.81,8,8,16,0.5
"86","Abdul Samad","Sunrisers Hyderabad","Indian Premier League","2021",-53,111,9,89,11.71,1,1,9,6,-2.48,0.17,-0.41,9,9,-0.6,0.13,7.48,12.33,-52,9.24,95,-0.55,0.1,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","A","Samad","A  Samad","Abdul Samad","AR","All Rounder",20,27,-1.93,-2.6,0.34,0.46,3,11,14,0.214285714285714
"87","Abdul Samad","Sunrisers Hyderabad","Indian Premier League","2022",-19,4,2,7,-3.03,1,0,8,6,-1.35,0.17,-0.23,8,Inf,-2.71,-0.43,3.43,2,-18,-4.38,13,-1.38,-0.34,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","A","Samad","A  Samad","Abdul Samad","AR","All Rounder",400,533,-0.03,-0.04,-0.01,-0.01,6,8,14,0.428571428571429
"88","Abdul Samad","Sunrisers Hyderabad","Indian Premier League","2023",68,169,5,131,20.14,0,0,0,0,0,0,0,NA,NA,0.52,0.15,7.74,33.8,68,20.14,131,0.52,0.15,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","A","Samad","A  Samad","Abdul Samad","AR","All Rounder",400,487,0.14,0.17,0.04,0.05,4,10,14,0.285714285714286
"89","Abhishek Sharma","Delhi Daredevils","Indian Premier League","2018",6,63,1,35,20.03,0,0,0,0,0,0,0,NA,NA,0.17,0.57,10.8,63,6,20.03,35,0.17,0.57,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","A","Sharma","A  Sharma","Abhishek Sharma","AR","All Rounder",55,85,0.07,0.11,0.24,0.36,5,9,14,0.357142857142857
"90","Abhishek Sharma","Sunrisers Hyderabad","Indian Premier League","2019",-20,9,2,10,-2.13,-5,1,21,13,-7.34,-0.38,-0.56,9.69,21,-2,-0.21,5.4,4.5,-25,-9.47,23,-1.09,-0.41,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","A","Sharma","A  Sharma","Abhishek Sharma","AR","All Rounder",55,76,-0.33,-0.45,-0.12,-0.17,6,9,15,0.4
"91","Abhishek Sharma","Sunrisers Hyderabad","Indian Premier League","2020/21",-17,71,5,59,6.75,-24,2,92,61,-29.01,-0.39,-0.48,9.05,46,-0.29,0.11,7.22,14.2,-41,-22.26,120,-0.34,-0.19,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","A","Sharma","A  Sharma","Abhishek Sharma","AR","All Rounder",55,77,-0.53,-0.75,-0.29,-0.4,8,8,16,0.5
"92","Abhishek Sharma","Sunrisers Hyderabad","Indian Premier League","2021",-6,98,6,78,17.21,6,4,66,63,1.63,0.1,0.03,6.29,16.5,-0.08,0.22,7.54,16.33,0,18.85,141,0,0.13,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","A","Sharma","A  Sharma","Abhishek Sharma","AR","All Rounder",55,75,0,0,0.25,0.34,3,11,14,0.214285714285714
"93","Abhishek Sharma","Sunrisers Hyderabad","Indian Premier League","2022",-16,426,15,329,121.92,-9,0,39,24,-12.68,-0.38,-0.53,9.75,Inf,-0.05,0.37,7.77,28.4,-25,109.24,353,-0.07,0.31,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","A","Sharma","A  Sharma","Abhishek Sharma","AR","All Rounder",650,866,-0.03,-0.04,0.13,0.17,6,8,14,0.428571428571429
"94","Abhishek Sharma","Sunrisers Hyderabad","Indian Premier League","2023",-94,226,11,166,59.15,-30,2,127,75,-44.6,-0.4,-0.59,10.16,63.5,-0.57,0.36,8.17,20.55,-124,14.55,241,-0.51,0.06,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","A","Sharma","A  Sharma","Abhishek Sharma","AR","All Rounder",650,792,-0.16,-0.19,0.02,0.02,4,10,14,0.285714285714286
"95","Akash Deep","Royal Challengers Bangalore","Indian Premier League","2022",-2,0,1,2,-2.17,-28,6,206,119,-67.49,-0.24,-0.57,10.39,34.33,-1,-1.08,0,0,-30,-69.66,121,-0.25,-0.58,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","A","Deep","A  Deep","Akash Deep","BOW","Bowler",20,26,-1.15,-1.5,-2.68,-3.48,9,7,16,0.5625
"96","Akash Deep","Royal Challengers Bangalore","Indian Premier League","2023",1,17,1,8,8.23,-3,1,63,33,-26.2,-0.09,-0.79,11.45,63,0.12,1.03,12.75,17,-2,-17.97,41,-0.05,-0.44,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","A","Deep","A  Deep","Akash Deep","BOW","Bowler",20,24,-0.08,-0.1,-0.75,-0.9,7,7,14,0.5
"97","Akash Madhwal","Mumbai Indians","Indian Premier League","2023",0,0,0,0,0,48,16,222,160,-26.66,0.3,-0.17,8.32,13.88,0,0,NA,NA,48,-26.66,160,0.3,-0.17,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","A","Madhwal","A  Madhwal","Akash Madhwal","BOW","Bowler",20,24,2,2.4,-1.11,-1.33,9,7,16,0.5625
"98","Akash Singh","Chennai Super Kings","Indian Premier League","2023",0,0,0,0,0,126,5,188,117,-65.51,1.08,-0.56,9.64,37.6,0,0,NA,NA,126,-65.51,117,1.08,-0.56,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","A","Singh","S  Singh","Simarjeet Singh","BOW","Bowler",20,24,5.25,6.3,-2.73,-3.28,9,6,15,0.6
"99","Akash Singh","Rajasthan Royals","Indian Premier League","2021",0,0,0,0,0,-3,0,39,24,-12.68,-0.12,-0.53,9.75,Inf,0,0,NA,NA,-3,-12.68,24,-0.12,-0.53,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","A","Singh","A  Singh","Akash Singh","BOW","Bowler",20,27,-0.11,-0.15,-0.47,-0.63,5,9,14,0.357142857142857
"100","Aman Hakim Khan","Delhi Capitals","Indian Premier League","2023",-20,110,8,106,3.52,0,0,0,0,0,0,0,NA,NA,-0.19,0.03,6.23,13.75,-20,3.52,106,-0.19,0.03,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","A","Khan","A  Khan","Aman Khan","AR","All Rounder",20,24,-0.83,-1,0.15,0.18,5,9,14,0.357142857142857
"101","Aman Hakim Khan","Kolkata Knight Riders","Indian Premier League","2022",-2,5,1,3,0.94,-3,0,13,6,-6.97,-0.5,-1.16,13,Inf,-0.67,0.31,10,5,-5,-6.03,9,-0.56,-0.67,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","A","Khan","A  Khan","Aman Khan","AR","All Rounder",20,26,-0.19,-0.25,-0.23,-0.3,6,8,14,0.428571428571429
"102","Ankit Sharma","Rajasthan Royals","Indian Premier League","2018",0,0,0,0,0,-1,0,11,6,-4.43,-0.17,-0.74,11,Inf,0,0,NA,NA,-1,-4.43,6,-0.17,-0.74,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","A","Sharma","A  Sharma","Ankit Sharma","AR","All Rounder",20,31,-0.03,-0.05,-0.14,-0.22,7,8,15,0.466666666666667
"103","Ankit Sharma","Rising Pune Supergiants","Indian Premier League","2017",1,25,1,16,6.33,6,0,16,6,-10.51,1,-1.75,16,Inf,0.06,0.4,9.38,25,7,-4.18,22,0.32,-0.19,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313524.logo.png","#3D156A","#C224A3","A","Sharma","A  Sharma","Ankit Sharma","BOW","Bowler",10,14,0.5,0.7,-0.3,-0.42,10,6,16,0.625
"104","Anmolpreet Singh","Mumbai Indians","Indian Premier League","2021",-14,16,1,14,2.66,0,0,0,0,0,0,0,NA,NA,-1,0.19,6.86,16,-14,2.66,14,-1,0.19,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","A","Singh","A  Singh","Anmolpreet Singh","BAT","Batter",80,109,-0.13,-0.17,0.02,0.03,7,7,14,0.5
"105","Anmolpreet Singh","Mumbai Indians","Indian Premier League","2022",-19,13,2,13,-0.76,0,0,0,0,0,0,0,NA,NA,-1.46,-0.06,6,6.5,-19,-0.76,13,-1.46,-0.06,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","A","Singh","A  Singh","Anmolpreet Singh","BAT","Batter",20,26,-0.73,-0.95,-0.03,-0.04,4,10,14,0.285714285714286
"106","Anmolpreet Singh","Sunrisers Hyderabad","Indian Premier League","2023",-77,105,4,83,19.59,0,0,0,0,0,0,0,NA,NA,-0.93,0.24,7.59,26.25,-77,19.59,83,-0.93,0.24,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","A","Singh","A  Singh","Anmolpreet Singh","BAT","Batter",20,24,-3.21,-3.85,0.82,0.98,4,10,14,0.285714285714286
"107","Anuj Rawat","Rajasthan Royals","Indian Premier League","2021",-2,0,1,1,-0.97,0,0,0,0,0,0,0,NA,NA,-2,-0.97,0,0,-2,-0.97,1,-2,-0.97,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","A","Rawat","A  Rawat","Anuj Rawat","BAT/WK","Batter/Wicket Keeper",80,109,-0.02,-0.03,-0.01,-0.01,5,9,14,0.357142857142857
